"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 25, 2014","170.01","169.64","171.72","168.91","1.12M","0.54%"
"Jun 24, 2014","169.10","169.10","169.83","168.06","827.30K","0.77%"
"Jun 23, 2014","167.81","168.67","169.40","167.32","662.78K","-0.26%"
"Jun 22, 2014","168.24","170.13","170.13","167.87","520.50K","-0.79%"
"Jun 19, 2014","169.58","169.46","170.44","168.91","544.79K","-0.11%"
"Jun 18, 2014","169.77","169.89","170.93","169.34","362.49K","0.00%"
"Jun 17, 2014","169.77","172.88","172.88","169.10","680.76K","-2.01%"
"Jun 16, 2014","173.25","171.05","173.80","170.68","800.63K","1.36%"
"Jun 15, 2014","170.93","172.88","172.88","170.26","373.99K","-1.30%"
"Jun 12, 2014","173.19","172.94","175.02","171.78","639.97K","0.00%"
"Jun 11, 2014","173.19","172.27","175.81","172.21","1.92M","0.89%"
"Jun 10, 2014","171.66","166.16","172.39","166.16","1.33M","3.04%"
"Jun 09, 2014","166.59","166.77","167.20","165.67","542.98K","0.29%"
"Jun 08, 2014","166.10","166.53","167.38","163.72","728.61K","-1.05%"
"Jun 05, 2014","167.87","168.61","169.16","167.63","671.13K","-0.33%"
"Jun 04, 2014","168.42","167.69","170.13","167.69","524.89K","0.44%"
"Jun 03, 2014","167.69","169.95","170.99","167.02","555.70K","-1.01%"
"Jun 02, 2014","169.40","164.09","171.05","164.09","1.20M","3.05%"
"Jun 01, 2014","164.39","163.29","164.94","163.29","445.79K","-0.33%"
"May 29, 2014","164.94","166.71","166.71","163.72","726.63K","-0.52%"
"May 28, 2014","165.80","165.49","166.16","164.33","433.92K","0.75%"
"May 27, 2014","164.57","162.74","164.88","162.68","564.80K","1.20%"
"May 26, 2014","162.62","160.05","163.11","158.71","783.10K","2.46%"
"May 25, 2014","158.71","155.84","159.99","154.62","468.56K","1.88%"
"May 22, 2014","155.78","160.18","161.15","155.17","1.28M","-2.59%"
"May 21, 2014","159.93","162.31","163.11","159.69","1.24M","-0.79%"
"May 20, 2014","161.21","162.80","163.11","160.91","392.23K","-0.76%"
"May 19, 2014","162.44","164.15","164.76","161.76","348.54K","-0.67%"
"May 18, 2014","163.54","163.72","165.55","163.05","307.29K","0.19%"
"May 15, 2014","163.23","166.16","167.38","162.31","1.03M","-2.05%"
"May 14, 2014","166.65","168.61","169.71","166.35","806.90K","-1.45%"
"May 12, 2014","169.10","169.22","170.44","168.18","578.14K","0.04%"
"May 11, 2014","169.03","170.13","170.44","168.61","400.97K","-0.68%"
"May 08, 2014","170.19","171.36","171.54","169.83","574.32K","-0.43%"
"May 07, 2014","170.93","171.05","171.97","170.56","606.42K","-0.14%"
"May 06, 2014","171.17","171.05","172.39","170.68","699.14K","-0.29%"
"May 05, 2014","171.66","171.54","172.33","170.62","662.10K","-0.32%"
"May 04, 2014","172.21","172.88","172.88","170.44","572.65K","0.07%"
"Apr 30, 2014","172.09","169.52","173.07","169.28","942.54K","1.70%"
"Apr 29, 2014","169.22","166.47","169.83","166.41","689.61K","1.65%"
"Apr 28, 2014","166.47","170.26","170.26","165.43","559.71K","-1.23%"
"Apr 27, 2014","168.55","169.89","171.36","168.00","703.32K","-1.00%"
"Apr 24, 2014","170.26","172.27","172.88","169.77","893.02K","-1.13%"
"Apr 23, 2014","172.21","171.66","173.74","171.11","1.09M","0.75%"
"Apr 22, 2014","170.93","172.21","172.45","169.64","825.69K","-0.71%"
"Apr 21, 2014","172.15","171.17","172.88","169.95","1.03M","0.39%"
"Apr 20, 2014","171.48","173.37","174.65","171.11","647.50K","-1.06%"
"Apr 17, 2014","173.31","174.72","174.72","171.91","765.24K","0.39%"
"Apr 16, 2014","172.64","174.72","176.61","172.09","1.33M","-0.88%"
"Apr 15, 2014","174.17","171.91","174.90","170.56","1.30M","2.04%"
"Apr 13, 2014","170.68","171.60","171.66","170.19","302.31K","-0.32%"
"Apr 10, 2014","171.23","171.48","174.10","170.38","866.09K","0.39%"
"Apr 09, 2014","170.56","172.03","172.03","168.12","772.72K","-0.07%"
"Apr 08, 2014","170.68","175.20","175.75","169.34","1.17M","-2.38%"
"Apr 07, 2014","174.84","169.16","175.45","168.67","2.17M","3.55%"
"Apr 06, 2014","168.85","171.97","171.97","168.00","975.82K","-0.75%"
"Apr 03, 2014","170.13","168.06","170.74","167.08","1.06M","1.27%"
"Apr 02, 2014","168.00","167.81","168.55","165.06","984.05K","1.74%"
"Apr 01, 2014","165.12","163.90","165.49","163.41","620.32K","1.23%"
"Mar 31, 2014","163.11","163.66","164.02","161.58","681.17K","0.30%"
"Mar 30, 2014","162.62","165.25","166.10","161.95","411.23K","-1.95%"
"Mar 27, 2014","165.86","165.86","166.41","163.54","858.37K","1.12%"
"Mar 25, 2014","164.02","157.00","164.51","153.46","1.45M","4.35%"
"Mar 24, 2014","157.18","160.73","161.89","156.39","901.40K","-2.69%"
"Mar 23, 2014","161.52","164.33","164.33","160.91","664.60K","-1.08%"
"Mar 20, 2014","163.29","164.33","165.25","160.66","916.02K","-0.34%"
"Mar 19, 2014","163.84","166.77","166.77","160.97","1.70M","-2.19%"
"Mar 18, 2014","167.51","172.88","172.88","166.83","1.42M","-3.17%"
"Mar 16, 2014","173.00","174.72","174.72","171.54","918.03K","-0.63%"
"Mar 13, 2014","174.10","176.49","177.10","173.55","777.52K","-1.11%"
"Mar 12, 2014","176.06","174.72","177.04","174.10","1.17M","1.09%"
"Mar 11, 2014","174.17","174.35","174.72","171.91","1.07M","-0.24%"
"Mar 10, 2014","174.59","178.87","178.99","173.00","1.34M","-1.31%"
"Mar 09, 2014","176.91","171.66","177.16","171.05","1.97M","3.50%"
"Mar 06, 2014","170.93","169.83","171.97","169.52","1.55M","0.76%"
"Mar 05, 2014","169.64","168.00","170.32","165.86","1.25M","0.94%"
"Mar 04, 2014","168.06","168.91","171.05","166.90","1.88M","0.29%"
"Mar 03, 2014","167.57","162.86","168.06","162.80","2.52M","2.55%"
"Mar 02, 2014","163.41","163.11","164.94","162.31","1.26M","0.68%"
"Feb 27, 2014","162.31","159.38","162.86","159.14","1.51M","1.64%"
"Feb 26, 2014","159.69","159.99","160.11","157.79","792.10K","0.12%"
"Feb 25, 2014","159.50","160.79","162.99","157.61","822.83K","-0.77%"
"Feb 24, 2014","160.73","157.30","161.89","155.35","2.02M","3.18%"
"Feb 23, 2014","155.78","159.44","159.44","155.53","778.37K","-1.50%"
"Feb 20, 2014","158.16","160.36","161.28","156.69","1.08M","-0.96%"
"Feb 19, 2014","159.69","154.07","160.36","153.94","1.29M","3.74%"
"Feb 18, 2014","153.94","155.78","157.61","152.66","1.26M","-1.26%"
"Feb 17, 2014","155.90","159.20","159.20","155.17","1.29M","-1.96%"
"Feb 16, 2014","159.02","163.11","163.11","158.83","1.29M","-2.21%"
"Feb 13, 2014","162.62","164.21","164.94","161.03","1.46M","-0.23%"
"Feb 12, 2014","162.99","159.44","163.47","159.44","2.60M","2.74%"
"Feb 11, 2014","158.65","157.61","159.20","152.78","2.24M","0.46%"
"Feb 10, 2014","157.92","158.83","163.23","157.37","2.22M","-0.35%"
"Feb 09, 2014","158.47","152.72","158.83","152.60","2.49M","4.56%"
"Feb 06, 2014","151.56","146.61","152.66","146.61","2.75M","3.67%"
"Feb 05, 2014","146.19","143.56","146.68","143.56","1.46M","1.49%"
"Feb 04, 2014","144.05","145.03","145.03","143.56","586.29K","-0.38%"
"Feb 03, 2014","144.60","144.84","145.70","143.93","823.43K","-0.21%"
"Feb 02, 2014","144.90","141.60","145.39","141.42","1.01M","3.85%"
"Jan 30, 2014","139.53","142.34","142.34","138.73","1.23M","-1.29%"
"Jan 29, 2014","141.36","143.56","143.68","140.99","791.43K","-0.86%"
"Jan 28, 2014","142.58","143.68","144.78","139.41","1.17M","-0.90%"
"Jan 27, 2014","143.87","146.00","146.00","143.07","876.29K","-0.67%"
"Jan 26, 2014","144.84","146.00","146.61","142.64","2.54M","0.51%"
"Jan 23, 2014","144.11","140.44","145.09","140.44","1.68M","2.88%"
"Jan 22, 2014","140.08","135.62","140.38","135.62","1.30M","3.76%"
"Jan 21, 2014","135.01","133.79","135.50","133.48","908.51K","0.91%"
"Jan 20, 2014","133.79","134.70","135.31","132.81","667.83K","-0.68%"
"Jan 19, 2014","134.70","134.40","135.01","133.79","1.23M","0.73%"
"Jan 16, 2014","133.72","133.17","134.09","131.04","1.69M","1.62%"
"Jan 15, 2014","131.59","126.58","132.26","126.21","1.55M","4.01%"
"Jan 13, 2014","126.52","126.45","126.88","124.87","1.03M","0.73%"
"Jan 12, 2014","125.60","123.89","125.84","123.89","897.42K","1.59%"
"Jan 09, 2014","123.64","122.18","124.01","122.06","1.01M","1.29%"
"Jan 08, 2014","122.06","119.80","122.30","119.80","1.23M","1.53%"
"Jan 07, 2014","120.22","119.67","120.90","119.12","347.88K","0.86%"
"Jan 06, 2014","119.19","119.12","119.43","118.21","250.55K","-0.51%"
"Jan 02, 2014","119.80","117.41","120.28","117.35","851.52K","2.57%"
"Jan 01, 2014","116.80","117.90","117.90","116.13","193.03K","0.53%"
