"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 05, 2017","249.51","250.47","252.03","249.08","414.73K","-0.28%"
"Jul 04, 2017","250.21","252.12","252.12","249.86","198.21K","-0.48%"
"Jul 03, 2017","251.42","250.29","252.81","249.51","356.73K","0.87%"
"Jul 02, 2017","249.25","252.64","252.73","248.64","258.98K","-1.17%"
"Jun 29, 2017","252.21","252.12","253.60","250.38","876.23K","0.00%"
"Jun 28, 2017","252.21","252.99","252.99","251.25","324.33K","0.14%"
"Jun 22, 2017","251.86","251.60","252.12","251.25","615.78K","0.31%"
"Jun 21, 2017","251.08","250.03","251.34","249.77","393.76K","0.63%"
"Jun 20, 2017","249.51","248.21","250.03","247.95","249.55K","0.63%"
"Jun 19, 2017","247.95","247.77","248.21","247.60","288.54K","0.04%"
"Jun 18, 2017","247.86","247.77","248.47","247.51","222.79K","0.04%"
"Jun 15, 2017","247.77","247.34","248.03","246.99","300.71K","0.21%"
"Jun 14, 2017","247.25","247.42","247.77","246.82","315.87K","-0.07%"
"Jun 13, 2017","247.42","247.77","247.95","246.73","273.53K","-0.04%"
"Jun 12, 2017","247.51","247.34","247.77","246.82","356.47K","-0.04%"
"Jun 11, 2017","247.60","249.08","249.08","246.64","527.82K","-0.10%"
"Jun 08, 2017","247.86","248.64","248.64","247.42","321.59K","-0.31%"
"Jun 07, 2017","248.64","248.82","248.99","247.69","214.11K","-0.04%"
"Jun 06, 2017","248.73","248.64","248.99","248.21","439.37K","-0.10%"
"Jun 05, 2017","248.99","247.42","249.08","246.99","543.87K","0.42%"
"Jun 04, 2017","247.95","250.38","250.38","246.12","205.95K","0.39%"
"Jun 01, 2017","246.99","244.29","250.38","244.29","298.40K","0.75%"
"May 31, 2017","245.16","243.95","245.51","243.86","341.12K","0.39%"
"May 30, 2017","244.21","244.29","244.73","243.86","234.22K","0.00%"
"May 29, 2017","244.21","243.77","244.56","243.69","394.01K","0.00%"
"May 28, 2017","244.21","246.03","246.38","243.69","181.66K","-0.63%"
"May 25, 2017","245.77","245.69","246.64","245.51","297.53K","0.00%"
"May 24, 2017","245.77","246.82","246.90","245.16","159.94K","-0.07%"
"May 23, 2017","245.95","246.29","246.47","245.60","272.56K","-0.14%"
"May 22, 2017","246.29","246.03","246.64","245.69","163.89K","0.11%"
"May 21, 2017","246.03","247.42","247.42","245.69","121.83K","-0.49%"
"May 18, 2017","247.25","245.60","247.77","245.60","184.25K","0.53%"
"May 17, 2017","245.95","245.60","246.82","245.34","180.59K","0.11%"
"May 16, 2017","245.69","246.03","246.73","245.16","202.42K","-0.17%"
"May 15, 2017","246.12","247.42","247.77","245.69","207.96K","-0.53%"
"May 14, 2017","247.42","246.73","248.21","246.73","170.48K","0.14%"
"May 11, 2017","247.08","246.99","247.42","246.56","174.15K","-0.07%"
"May 09, 2017","247.25","247.34","247.77","246.73","199.25K","-0.04%"
"May 08, 2017","247.34","246.99","247.95","246.99","175.62K","-0.25%"
"May 07, 2017","247.95","248.64","249.68","247.69","143.87K","-0.17%"
"May 04, 2017","248.38","249.77","250.73","247.08","141.12K","-0.83%"
"May 03, 2017","250.47","249.51","250.82","248.64","264.04K","-0.10%"
"May 02, 2017","250.73","247.77","250.99","247.16","634.20K","1.66%"
"Apr 30, 2017","246.64","246.90","246.90","244.64","79.57K","-0.39%"
"Apr 27, 2017","247.60","243.43","247.95","243.43","433.61K","1.60%"
"Apr 26, 2017","243.69","243.16","244.73","242.56","391.36K","0.18%"
"Apr 25, 2017","243.25","243.43","245.60","242.38","277.77K","0.14%"
"Apr 24, 2017","242.90","243.08","244.03","241.86","253.70K","-0.32%"
"Apr 23, 2017","243.69","244.29","244.29","242.64","295.41K","-0.03%"
"Apr 20, 2017","243.77","244.12","244.21","242.73","286.60K","0.25%"
"Apr 19, 2017","243.16","244.73","244.73","241.95","260.16K","-0.07%"
"Apr 18, 2017","243.34","243.43","244.47","241.77","414.66K","-0.43%"
"Apr 17, 2017","244.38","243.43","244.90","241.69","474.56K","0.25%"
"Apr 16, 2017","243.77","245.34","246.03","243.43","296.89K","-0.85%"
"Apr 13, 2017","245.86","247.95","248.47","245.34","335.08K","-0.95%"
"Apr 12, 2017","248.21","249.51","249.60","247.86","167.41K","-0.28%"
"Apr 11, 2017","248.90","246.99","249.68","246.99","164.46K","-0.24%"
"Apr 10, 2017","249.51","248.90","250.29","247.25","259.29K","-0.07%"
"Apr 09, 2017","249.68","248.99","249.95","248.03","321.98K","0.10%"
"Apr 06, 2017","249.42","250.38","250.73","247.77","450.39K","0.42%"
"Apr 05, 2017","248.38","252.12","252.12","245.60","869.01K","-1.62%"
"Apr 04, 2017","252.47","252.12","254.29","251.42","958.70K","0.21%"
"Apr 03, 2017","251.95","244.29","252.12","244.12","1.31M","3.39%"
"Apr 02, 2017","243.69","241.69","244.12","241.08","788.92K","0.87%"
"Mar 30, 2017","241.60","237.17","242.64","237.17","859.41K","1.79%"
"Mar 29, 2017","237.34","236.47","237.77","236.47","540.63K","0.37%"
"Mar 28, 2017","236.47","235.43","236.64","235.43","311.18K","0.30%"
"Mar 27, 2017","235.77","236.47","236.99","235.34","266.42K","-0.19%"
"Mar 23, 2017","236.21","235.60","236.47","234.73","294.82K","0.33%"
"Mar 22, 2017","235.43","235.60","235.77","234.73","272.54K","-0.07%"
"Mar 21, 2017","235.60","235.43","236.04","234.73","430.29K","0.04%"
"Mar 20, 2017","235.51","236.47","236.47","234.73","225.22K","-0.30%"
"Mar 19, 2017","236.21","235.60","236.64","235.25","132.97K","-0.04%"
"Mar 16, 2017","236.30","238.38","238.38","234.30","526.48K","-0.69%"
"Mar 15, 2017","237.95","238.21","238.21","237.51","255.66K","0.04%"
"Mar 14, 2017","237.86","238.21","238.21","236.99","343.96K","0.26%"
"Mar 13, 2017","237.25","236.64","238.21","235.69","374.80K","0.26%"
"Mar 12, 2017","236.64","237.43","238.56","235.17","237.05K","-0.29%"
"Mar 09, 2017","237.34","237.34","238.64","237.08","387.57K","0.00%"
"Mar 08, 2017","237.34","235.60","238.38","235.08","474.72K","0.78%"
"Mar 07, 2017","235.51","235.17","237.25","234.56","676.78K","0.07%"
"Mar 06, 2017","235.34","234.82","235.51","233.86","759.55K","0.22%"
"Mar 05, 2017","234.82","234.04","234.99","233.86","298.26K","0.00%"
"Mar 02, 2017","234.82","233.95","235.60","233.95","356.61K","0.19%"
"Mar 01, 2017","234.38","233.34","234.82","233.34","318.44K","0.52%"
"Feb 28, 2017","233.17","233.95","234.30","232.99","293.93K","-0.26%"
"Feb 27, 2017","233.78","234.30","234.30","232.99","266.69K","-0.29%"
"Feb 26, 2017","234.47","233.86","234.73","233.86","559.38K","0.07%"
"Feb 23, 2017","234.30","234.30","234.82","233.60","401.74K","-0.03%"
"Feb 22, 2017","234.38","233.95","234.64","233.95","471.78K","0.18%"
"Feb 20, 2017","233.95","233.60","234.30","233.60","310.66K","0.15%"
"Feb 19, 2017","233.60","234.73","234.73","233.08","374.43K","-0.33%"
"Feb 16, 2017","234.38","232.73","234.73","232.65","327.05K","0.60%"
"Feb 15, 2017","232.99","234.64","234.64","231.51","334.49K","-0.22%"
"Feb 14, 2017","233.51","233.69","234.73","232.30","359.29K","0.56%"
"Feb 13, 2017","232.21","229.52","235.60","228.39","604.91K","1.21%"
"Feb 12, 2017","229.43","228.21","229.60","228.21","295.16K","0.53%"
"Feb 09, 2017","228.21","226.91","228.39","226.91","470.90K","0.61%"
"Feb 08, 2017","226.82","226.12","227.69","226.12","359.51K","0.39%"
"Feb 07, 2017","225.95","226.47","226.91","225.69","297.32K","-0.42%"
"Feb 06, 2017","226.91","226.91","227.69","226.30","394.13K","-0.07%"
"Feb 05, 2017","227.08","226.04","227.78","225.17","436.63K","0.46%"
"Feb 02, 2017","226.04","227.60","227.60","225.52","392.94K","-0.30%"
"Feb 01, 2017","226.73","229.52","229.52","224.65","336.41K","0.35%"
"Jan 31, 2017","225.95","226.04","227.17","224.30","568.82K","0.62%"
"Jan 30, 2017","224.56","226.47","226.91","224.04","991.08K","-0.58%"
"Jan 29, 2017","225.86","226.73","228.65","225.52","796.97K","-0.50%"
"Jan 26, 2017","226.99","227.78","228.65","226.47","714.07K","-0.04%"
"Jan 25, 2017","227.08","227.78","229.43","225.60","785.61K","-0.38%"
"Jan 24, 2017","227.95","226.21","229.78","226.21","975.24K","0.65%"
"Jan 23, 2017","226.47","226.21","227.78","226.04","682.74K","-0.08%"
"Jan 22, 2017","226.65","226.30","227.34","225.17","355.20K","-0.15%"
"Jan 19, 2017","226.99","225.95","227.78","224.65","551.95K","0.73%"
"Jan 18, 2017","225.34","226.30","226.39","224.65","858.98K","-0.19%"
"Jan 17, 2017","225.78","224.39","227.78","224.39","633.02K","0.12%"
"Jan 16, 2017","225.52","226.04","226.82","225.26","589.53K","-0.53%"
"Jan 15, 2017","226.73","227.69","227.86","226.04","497.46K","0.04%"
"Jan 12, 2017","226.65","226.91","229.52","226.04","369.49K","-0.64%"
"Jan 11, 2017","228.12","225.17","228.73","223.60","457.97K","1.31%"
"Jan 10, 2017","225.17","221.69","226.04","220.82","818.28K","2.05%"
"Jan 09, 2017","220.65","220.13","221.69","219.95","685.62K","0.32%"
"Jan 08, 2017","219.95","220.30","221.17","219.17","506.90K","0.00%"
"Jan 05, 2017","219.95","219.95","220.82","219.17","453.12K","-0.28%"
"Jan 04, 2017","220.56","218.13","221.08","217.34","591.23K","1.11%"
"Jan 03, 2017","218.13","217.34","218.65","216.30","628.34K","0.60%"
"Jan 02, 2017","216.82","216.04","217.34","215.69","484.46K","0.48%"
"Jan 01, 2017","215.78","216.91","216.91","215.61","341.31K","-0.36%"
"Dec 29, 2016","216.56","217.34","217.34","216.39","1.02M","-0.40%"
"Dec 28, 2016","217.43","216.30","218.30","216.30","867.15K","0.32%"
"Dec 27, 2016","216.74","217.08","217.17","215.61","855.07K","-0.20%"
"Dec 26, 2016","217.17","217.87","217.87","216.56","693.47K","-0.08%"
"Dec 22, 2016","217.34","215.43","218.13","215.26","830.26K","1.01%"
"Dec 21, 2016","215.17","214.13","215.78","213.87","1.31M","0.57%"
"Dec 20, 2016","213.95","213.95","214.74","213.69","1.27M","0.29%"
"Dec 19, 2016","213.34","212.82","214.74","212.56","1.55M","0.32%"
"Dec 18, 2016","212.65","213.43","213.87","212.48","464.98K","-0.37%"
"Dec 15, 2016","213.43","215.34","215.34","213.17","560.92K","-0.61%"
"Dec 14, 2016","214.74","213.87","215.43","213.43","761.96K","0.61%"
"Dec 12, 2016","213.43","214.30","214.30","213.00","442.06K","-0.41%"
"Dec 11, 2016","214.30","215.52","215.95","213.69","328.33K","-0.28%"
"Dec 08, 2016","214.91","215.00","215.26","214.74","722.34K","0.08%"
"Dec 07, 2016","214.74","214.74","215.08","214.56","786.00K","0.00%"
"Dec 06, 2016","214.74","214.74","215.43","214.65","533.00K","-0.04%"
"Dec 05, 2016","214.82","214.56","215.52","213.52","430.78K","0.41%"
"Dec 04, 2016","213.95","213.87","214.39","213.17","290.99K","0.00%"
"Dec 01, 2016","213.95","213.00","214.13","212.65","283.49K","0.49%"
"Nov 30, 2016","212.91","214.21","214.21","212.56","508.79K","-0.16%"
"Nov 29, 2016","213.26","212.91","214.04","212.82","376.91K","0.08%"
"Nov 28, 2016","213.08","213.87","214.04","212.56","687.07K","-0.29%"
"Nov 27, 2016","213.69","214.30","214.30","212.91","285.42K","-0.04%"
"Nov 24, 2016","213.78","211.43","214.65","211.17","270.85K","1.19%"
"Nov 23, 2016","211.26","212.21","212.21","210.82","632.10K","-0.41%"
"Nov 22, 2016","212.13","215.08","215.08","212.04","649.42K","-0.41%"
"Nov 21, 2016","213.00","213.87","214.04","211.95","945.95K","-0.49%"
"Nov 20, 2016","214.04","214.39","214.74","213.87","594.53K","-0.16%"
"Nov 17, 2016","214.39","215.61","215.69","213.87","673.15K","-0.44%"
"Nov 16, 2016","215.34","216.13","216.21","215.08","691.20K","-0.16%"
"Nov 15, 2016","215.69","214.65","218.21","213.17","1.55M","0.85%"
"Nov 13, 2016","213.87","214.97","215.13","213.47","1.08M","-0.33%"
"Nov 10, 2016","214.58","214.18","215.37","213.79","998.67K","0.04%"
"Nov 09, 2016","214.50","214.34","215.53","213.79","1.15M","0.22%"
"Nov 08, 2016","214.02","213.39","214.18","212.68","656.82K","0.30%"
"Nov 07, 2016","213.39","212.92","213.39","212.05","798.29K","0.41%"
"Nov 06, 2016","212.52","211.89","212.92","211.65","468.80K","0.52%"
"Nov 03, 2016","211.42","212.21","212.60","211.02","386.61K","-0.11%"
"Nov 02, 2016","211.65","211.81","212.21","211.18","267.09K","-0.15%"
"Nov 01, 2016","211.97","212.60","212.60","211.26","308.86K","0.15%"
"Oct 31, 2016","211.65","211.02","212.13","210.94","455.27K","0.37%"
"Oct 30, 2016","210.86","211.97","212.52","210.47","384.29K","-0.74%"
"Oct 27, 2016","212.44","213.00","213.00","212.05","439.73K","0.04%"
"Oct 26, 2016","212.36","212.52","213.39","211.65","696.24K","-0.08%"
"Oct 25, 2016","212.52","211.02","212.84","210.47","717.59K","0.86%"
"Oct 24, 2016","210.71","210.39","210.86","209.84","342.11K","-0.03%"
"Oct 23, 2016","210.78","211.02","211.02","209.84","344.25K","0.15%"
"Oct 20, 2016","210.47","210.63","210.86","209.52","362.65K","-0.11%"
"Oct 19, 2016","210.71","210.71","211.02","210.07","402.09K","0.15%"
"Oct 18, 2016","210.39","210.23","211.26","210.07","368.85K","0.11%"
"Oct 17, 2016","210.15","212.84","213.39","207.86","586.09K","-1.15%"
"Oct 16, 2016","212.60","211.65","213.31","210.23","400.04K","0.41%"
"Oct 13, 2016","211.73","212.60","212.60","211.42","234.19K","0.08%"
"Oct 10, 2016","211.57","214.02","214.02","211.42","377.32K","-0.56%"
"Oct 09, 2016","212.76","214.58","214.58","211.18","295.94K","-0.77%"
"Oct 06, 2016","214.42","214.34","214.58","214.10","460.62K","0.11%"
"Oct 05, 2016","214.18","213.63","214.26","213.55","363.33K","0.18%"
"Oct 04, 2016","213.79","213.39","214.02","212.60","771.03K","0.26%"
"Oct 03, 2016","213.23","211.57","213.71","211.57","652.08K","0.33%"
"Oct 02, 2016","212.52","212.29","213.08","211.34","282.58K","0.11%"
"Sep 29, 2016","212.29","211.57","212.44","211.57","484.12K","0.19%"
"Sep 28, 2016","211.89","211.73","212.05","211.42","477.03K","0.08%"
"Sep 27, 2016","211.73","212.21","212.52","211.18","280.54K","-0.30%"
"Sep 26, 2016","212.36","211.97","212.60","210.31","304.46K","0.22%"
"Sep 25, 2016","211.89","213.95","213.95","210.78","383.05K","-0.67%"
"Sep 24, 2016","213.31","213.47","213.79","212.68","305.60K","-0.19%"
"Sep 22, 2016","213.71","213.87","214.34","213.00","550.58K","0.04%"
"Sep 21, 2016","213.63","213.39","214.58","212.21","1.35M","0.22%"
"Sep 20, 2016","213.16","211.81","213.39","211.34","1.75M","0.98%"
"Sep 19, 2016","211.10","208.97","212.44","208.97","883.66K","1.17%"
"Sep 18, 2016","208.65","208.73","209.20","207.07","204.65K","0.00%"
"Sep 08, 2016","208.65","207.94","209.44","207.07","642.94K","-0.08%"
"Sep 07, 2016","208.81","208.33","209.20","208.33","493.67K","0.15%"
"Sep 06, 2016","208.49","209.05","209.52","207.86","1.12M","-0.19%"
"Sep 05, 2016","208.89","209.05","209.20","208.57","415.43K","0.34%"
"Sep 04, 2016","208.18","209.44","209.44","207.86","246.75K","-0.45%"
"Sep 01, 2016","209.12","207.86","209.60","206.36","343.96K","0.87%"
"Aug 31, 2016","207.31","209.44","209.44","205.81","790.01K","-0.79%"
"Aug 30, 2016","208.97","209.44","209.44","206.75","1.04M","-0.04%"
"Aug 29, 2016","209.05","209.20","209.99","208.57","242.14K","-0.11%"
"Aug 28, 2016","209.28","210.94","210.94","208.73","286.03K","-0.71%"
"Aug 24, 2016","210.78","212.05","213.08","209.76","346.74K","-0.45%"
"Aug 23, 2016","211.73","213.47","213.79","210.47","728.20K","-0.78%"
"Aug 22, 2016","213.39","213.55","213.79","212.92","347.11K","-0.07%"
"Aug 21, 2016","213.55","214.34","214.89","213.39","378.32K","-0.48%"
"Aug 18, 2016","214.58","214.97","214.97","213.95","284.34K","-0.14%"
"Aug 17, 2016","214.89","213.95","215.76","213.95","668.76K","0.37%"
"Aug 16, 2016","214.10","214.18","214.50","213.87","232.60K","0.04%"
"Aug 14, 2016","214.02","214.34","214.97","213.79","285.32K","-0.22%"
"Aug 11, 2016","214.50","214.02","215.45","213.95","263.38K","0.15%"
"Aug 10, 2016","214.18","214.74","215.61","213.87","414.56K","-0.29%"
"Aug 09, 2016","214.81","214.58","215.05","214.34","655.69K","-0.04%"
"Aug 08, 2016","214.89","215.05","215.21","214.58","339.99K","0.18%"
"Aug 07, 2016","214.50","215.76","215.76","214.18","340.42K","-0.18%"
"Aug 04, 2016","214.89","214.89","215.92","214.58","377.16K","-0.07%"
"Aug 03, 2016","215.05","214.18","216.55","213.95","701.17K","0.74%"
"Aug 02, 2016","213.47","211.10","214.02","211.10","621.79K","0.78%"
"Aug 01, 2016","211.81","210.86","212.21","210.63","579.90K","0.34%"
"Jul 31, 2016","211.10","211.81","212.36","210.23","382.25K","-0.11%"
"Jul 28, 2016","211.34","209.68","212.60","209.68","843.34K","0.71%"
"Jul 27, 2016","209.84","209.52","210.23","209.28","801.33K","0.27%"
"Jul 26, 2016","209.28","208.97","209.68","208.41","511.50K","0.30%"
"Jul 25, 2016","208.65","209.84","209.84","208.49","437.43K","-0.04%"
"Jul 24, 2016","208.73","208.89","210.15","208.49","255.87K","-0.08%"
"Jul 21, 2016","208.89","209.84","211.50","208.41","469.44K","-0.38%"
"Jul 20, 2016","209.68","210.07","210.23","209.36","425.80K","-0.08%"
"Jul 19, 2016","209.84","209.68","209.99","209.36","418.51K","0.19%"
"Jul 18, 2016","209.44","210.86","210.86","209.05","516.87K","-0.56%"
"Jul 17, 2016","210.63","211.65","211.65","210.31","193.91K","-0.18%"
"Jul 16, 2016","211.02","209.91","211.50","209.91","318.23K","0.26%"
"Jul 14, 2016","210.47","211.02","211.02","209.91","369.46K","-0.18%"
"Jul 13, 2016","210.86","211.97","212.36","210.63","416.95K","-0.41%"
"Jul 12, 2016","211.73","209.99","212.44","209.52","552.23K","1.02%"
"Jul 11, 2016","209.60","208.81","209.84","208.81","647.56K","0.11%"
"Jul 10, 2016","209.36","208.10","209.68","206.75","456.35K","-0.30%"
"Jun 30, 2016","209.99","208.65","210.71","207.94","1.39M","1.06%"
"Jun 29, 2016","207.78","208.49","208.49","207.39","792.27K","0.08%"
"Jun 28, 2016","207.62","207.07","207.86","206.67","510.39K","0.69%"
"Jun 27, 2016","206.20","207.07","207.31","205.88","346.84K","-0.27%"
"Jun 26, 2016","206.75","204.46","207.46","204.30","401.90K","1.00%"
"Jun 23, 2016","204.70","204.62","204.78","204.46","311.32K","0.16%"
"Jun 22, 2016","204.38","204.70","204.70","203.91","469.47K","-0.04%"
"Jun 21, 2016","204.46","204.70","204.86","204.30","285.14K","-0.12%"
"Jun 20, 2016","204.70","205.09","205.09","204.54","686.42K","-0.15%"
"Jun 19, 2016","205.01","204.46","205.33","204.38","130.20K","0.35%"
"Jun 16, 2016","204.30","205.88","205.88","203.91","457.68K","-0.50%"
"Jun 15, 2016","205.33","205.57","205.65","205.09","294.80K","-0.12%"
"Jun 14, 2016","205.57","205.49","206.20","205.41","516.26K","-0.08%"
"Jun 13, 2016","205.73","206.12","206.44","204.62","636.55K","-0.19%"
"Jun 12, 2016","206.12","206.12","206.36","205.88","232.73K","-0.08%"
"Jun 09, 2016","206.28","206.60","206.60","205.88","393.93K","-0.04%"
"Jun 08, 2016","206.36","206.60","206.60","206.12","148.13K","0.00%"
"Jun 07, 2016","206.36","206.28","206.67","205.81","189.79K","0.04%"
"Jun 06, 2016","206.28","206.83","206.91","205.81","159.95K","-0.12%"
"Jun 05, 2016","206.52","206.44","206.75","206.12","176.11K","0.04%"
"Jun 02, 2016","206.44","206.12","206.75","205.81","442.96K","0.16%"
"Jun 01, 2016","206.12","206.20","206.28","205.81","181.67K","0.19%"
"May 31, 2016","205.73","206.20","206.44","205.33","543.59K","-0.23%"
"May 30, 2016","206.20","205.49","206.28","205.41","275.65K","0.31%"
"May 29, 2016","205.57","205.49","206.28","204.78","256.81K","0.31%"
"May 26, 2016","204.94","205.41","205.41","204.62","172.27K","0.04%"
"May 25, 2016","204.86","204.54","205.49","204.15","312.28K","0.16%"
"May 24, 2016","204.54","205.25","205.57","204.38","215.68K","-0.23%"
"May 22, 2016","205.01","205.49","205.65","203.75","334.08K","-0.16%"
"May 19, 2016","205.33","206.28","206.60","204.70","328.95K","-0.34%"
"May 18, 2016","206.04","206.99","206.99","205.65","320.75K","-0.12%"
"May 17, 2016","206.28","205.65","206.52","205.49","382.20K","0.38%"
"May 16, 2016","205.49","205.49","206.20","205.25","349.82K","-0.04%"
"May 15, 2016","205.57","205.88","206.04","204.78","240.09K","-0.12%"
"May 12, 2016","205.81","204.70","206.67","204.70","263.91K","-0.19%"
"May 11, 2016","206.20","206.28","207.70","205.49","204.85K","-0.42%"
"May 10, 2016","207.07","208.65","208.81","206.36","215.16K","-0.68%"
"May 09, 2016","208.49","205.73","208.65","205.73","892.84K","0.95%"
"May 08, 2016","206.52","204.94","209.36","204.94","325.73K","0.00%"
"May 05, 2016","206.52","204.78","207.46","204.70","511.90K","0.89%"
"May 04, 2016","204.70","203.91","205.17","202.64","490.38K","0.35%"
"May 03, 2016","203.99","200.75","204.07","200.75","398.95K","1.46%"
"May 02, 2016","201.06","199.96","201.54","199.96","308.31K","0.39%"
"Apr 28, 2016","200.27","202.33","202.33","199.80","298.43K","-0.04%"
"Apr 27, 2016","200.35","201.54","202.01","200.11","378.43K","-0.63%"
"Apr 26, 2016","201.62","203.12","203.28","200.98","350.62K","-0.82%"
"Apr 25, 2016","203.28","203.20","203.91","202.96","237.03K","-0.15%"
"Apr 24, 2016","203.59","202.41","204.62","202.41","321.54K","0.39%"
"Apr 21, 2016","202.80","202.33","205.96","201.77","457.49K","0.15%"
"Apr 20, 2016","202.49","202.33","203.12","201.70","384.41K","0.08%"
"Apr 19, 2016","202.33","202.64","203.12","201.14","302.19K","0.31%"
"Apr 18, 2016","201.70","203.12","203.12","201.46","242.02K","-0.74%"
"Apr 17, 2016","203.20","203.59","204.15","201.93","295.25K","-0.27%"
"Apr 13, 2016","203.75","203.36","203.91","203.12","275.32K","0.31%"
"Apr 12, 2016","203.12","201.62","203.59","201.62","255.53K","0.00%"
"Apr 11, 2016","203.12","200.67","203.51","200.59","258.82K","0.94%"
"Apr 10, 2016","201.22","203.20","204.54","200.43","400.68K","-1.24%"
"Apr 07, 2016","203.75","203.36","204.15","203.28","198.20K","0.23%"
"Apr 06, 2016","203.28","203.20","203.75","203.12","236.53K","0.20%"
"Apr 05, 2016","202.88","203.28","204.30","201.85","200.37K","0.04%"
"Apr 04, 2016","202.80","201.38","203.20","200.35","232.43K","1.10%"
"Apr 03, 2016","200.59","199.17","201.54","198.22","244.20K","1.24%"
"Mar 31, 2016","198.14","199.01","199.17","197.43","315.13K","0.20%"
"Mar 30, 2016","197.74","197.43","198.69","196.56","312.08K","0.56%"
"Mar 29, 2016","196.64","199.64","200.27","195.21","696.19K","-1.38%"
"Mar 28, 2016","199.40","201.14","202.01","199.25","369.06K","-0.94%"
"Mar 27, 2016","201.30","199.17","201.46","198.69","222.18K","0.99%"
"Mar 24, 2016","199.32","200.98","200.98","198.22","412.87K","-0.28%"
"Mar 23, 2016","199.88","201.46","202.09","198.93","535.13K","-0.43%"
"Mar 22, 2016","200.75","206.12","206.12","199.56","1.18M","-2.04%"
"Mar 21, 2016","204.94","207.15","207.54","204.15","544.76K","-1.11%"
"Mar 20, 2016","207.23","207.07","207.86","206.60","308.23K","0.08%"
"Mar 16, 2016","207.07","207.86","208.65","206.83","307.47K","-0.38%"
"Mar 15, 2016","207.86","208.73","209.44","207.62","344.96K","-0.68%"
"Mar 14, 2016","209.28","209.12","209.76","208.81","348.59K","0.04%"
"Mar 13, 2016","209.20","209.36","209.44","208.65","173.38K","0.11%"
"Mar 10, 2016","208.97","208.41","209.76","208.41","242.13K","0.23%"
"Mar 09, 2016","208.49","207.62","208.97","207.62","216.62K","0.23%"
"Mar 08, 2016","208.02","208.33","208.57","207.31","233.00K","0.15%"
"Mar 07, 2016","207.70","208.49","208.49","207.23","156.42K","0.08%"
"Mar 06, 2016","207.54","208.49","208.97","207.07","286.00K","-0.53%"
"Mar 03, 2016","208.65","206.67","209.52","206.67","225.42K","1.74%"
"Mar 02, 2016","205.09","207.07","210.55","201.70","747.04K","-0.73%"
"Mar 01, 2016","206.60","209.36","210.63","206.20","558.86K","-0.80%"
"Feb 29, 2016","208.26","209.60","211.02","207.62","441.16K","-0.75%"
"Feb 28, 2016","209.84","209.12","211.02","209.12","378.45K","0.27%"
"Feb 25, 2016","209.28","212.60","213.31","208.65","568.80K","-1.52%"
"Feb 24, 2016","212.52","212.60","213.39","212.13","608.61K","-0.33%"
"Feb 23, 2016","213.23","213.23","213.39","212.05","611.99K","0.41%"
"Feb 22, 2016","212.36","213.79","213.79","211.81","430.55K","-0.19%"
"Feb 18, 2016","212.76","212.36","213.08","211.81","394.26K","0.04%"
"Feb 17, 2016","212.68","211.02","213.00","210.63","557.93K","0.52%"
"Feb 16, 2016","211.57","213.39","213.39","211.02","530.95K","-0.75%"
"Feb 15, 2016","213.16","211.26","216.16","211.02","926.16K","1.05%"
"Feb 14, 2016","210.94","208.26","211.42","208.02","869.73K","1.33%"
"Feb 11, 2016","208.18","208.02","208.33","207.15","376.30K","0.08%"
"Feb 10, 2016","208.02","208.26","208.41","207.70","516.55K","-0.12%"
"Feb 09, 2016","208.26","208.10","208.49","207.07","344.27K","0.04%"
"Feb 08, 2016","208.18","208.49","209.20","207.86","347.95K","-0.07%"
"Feb 07, 2016","208.33","207.86","208.65","207.31","448.22K","0.15%"
"Feb 04, 2016","208.02","208.41","208.73","207.07","412.30K","-0.08%"
"Feb 03, 2016","208.18","210.47","210.94","207.46","768.04K","-0.68%"
"Feb 02, 2016","209.60","207.39","210.07","207.39","1.18M","1.38%"
"Feb 01, 2016","206.75","203.51","207.31","203.51","902.82K","1.04%"
"Jan 31, 2016","204.62","203.91","206.20","203.28","791.36K","1.85%"
"Jan 28, 2016","200.90","201.93","203.04","200.11","647.54K","-0.63%"
"Jan 27, 2016","202.17","203.36","203.83","201.77","389.73K","-0.51%"
"Jan 26, 2016","203.20","202.72","203.91","201.93","437.76K","0.04%"
"Jan 25, 2016","203.12","203.12","203.83","202.64","290.01K","-0.23%"
"Jan 24, 2016","203.59","202.41","203.91","202.33","255.43K","0.27%"
"Jan 21, 2016","203.04","202.88","203.67","202.33","486.67K","-0.12%"
"Jan 20, 2016","203.28","203.28","204.30","202.41","785.26K","-0.15%"
"Jan 19, 2016","203.59","203.91","203.91","202.09","242.75K","0.39%"
"Jan 18, 2016","202.80","201.85","203.91","201.85","331.58K","-0.35%"
"Jan 17, 2016","203.51","202.72","204.07","202.72","414.65K","0.31%"
"Jan 14, 2016","202.88","204.54","204.54","202.49","463.81K","-0.47%"
"Jan 13, 2016","203.83","203.59","204.62","203.51","339.74K","-0.04%"
"Jan 12, 2016","203.91","203.91","204.22","203.51","253.98K","-0.04%"
"Jan 11, 2016","203.99","203.91","204.94","203.51","388.08K","0.20%"
"Jan 10, 2016","203.59","205.17","205.17","203.12","333.53K","-0.31%"
"Jan 07, 2016","204.22","203.91","206.28","203.91","312.00K","-0.84%"
"Jan 06, 2016","205.96","205.49","206.20","205.33","530.25K","0.58%"
"Jan 05, 2016","204.78","202.64","205.65","202.56","732.05K","0.74%"
